LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP,Flag Codes,Lookup Area,Lookup M49,Lookup iso,Area Code,Area Code (M49),Area,eu_member,Item Code,Item Code (CPC),Item,Element Code,Element,Months Code,Months,Unit,YEAR,wheat_PPI,YEAR_INT
FIN,GDP,TOT,USD_CAP,A,2016,44934.488245,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,92.45,2016
FIN,GDP,TOT,USD_CAP,A,2017,47570.270354,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,97.35,2017
FIN,GDP,TOT,USD_CAP,A,2018,49573.255773,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,122.45,2018
FIN,GDP,TOT,USD_CAP,A,2019,51811.356163,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,112.65,2019
FIN,GDP,TOT,USD_CAP,A,2020,52290.401497,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,104.69,2020
FIN,GDP,TOT,USD_CAP,A,2021,54856.553847,,Finland,246.0,FIN,67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,116.94,2021
FRA,GDP,TOT,USD_CAP,A,2000,26098.276856,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,65.84,2000
FRA,GDP,TOT,USD_CAP,A,2001,27498.590759,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,69.97,2001
FRA,GDP,TOT,USD_CAP,A,2002,28528.156107,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,63.05,2002
FRA,GDP,TOT,USD_CAP,A,2003,28178.372054,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,74.12,2003
FRA,GDP,TOT,USD_CAP,A,2004,29065.203082,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,62.41,2004
FRA,GDP,TOT,USD_CAP,A,2005,30504.058784,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,60.53,2005
FRA,GDP,TOT,USD_CAP,A,2006,32470.146387,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.72,2006
FRA,GDP,TOT,USD_CAP,A,2007,34132.16223,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,122.61,2007
FRA,GDP,TOT,USD_CAP,A,2008,35102.870428,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,93.93,2008
FRA,GDP,TOT,USD_CAP,A,2009,34687.988525,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,72.42,2009
FRA,GDP,TOT,USD_CAP,A,2010,35911.516006,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,120.43,2010
FRA,GDP,TOT,USD_CAP,A,2011,37447.949543,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,125.14,2011
FRA,GDP,TOT,USD_CAP,A,2012,37684.198067,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,143.69,2012
FRA,GDP,TOT,USD_CAP,A,2013,39528.473644,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,119.17,2013
FRA,GDP,TOT,USD_CAP,A,2014,40144.059485,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,105.47,2014
FRA,GDP,TOT,USD_CAP,A,2015,40829.893311,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,100.92,2015
FRA,GDP,TOT,USD_CAP,A,2016,42855.944562,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,93.61,2016
FRA,GDP,TOT,USD_CAP,A,2017,44445.59677,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,90.57,2017
FRA,GDP,TOT,USD_CAP,A,2018,46336.933985,,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,106.93,2018
FRA,GDP,TOT,USD_CAP,A,2019,50221.997111,P,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,106.02,2019
FRA,GDP,TOT,USD_CAP,A,2020,47823.919578,P,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,113.61,2020
FRA,GDP,TOT,USD_CAP,A,2021,50998.933198,P,France,250.0,FRA,68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,121.19,2021
DEU,GDP,TOT,USD_CAP,A,2000,27454.728644,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,73.81,2000
DEU,GDP,TOT,USD_CAP,A,2001,28662.904283,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,70.89,2001
DEU,GDP,TOT,USD_CAP,A,2002,29504.28924,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,64.33,2002
DEU,GDP,TOT,USD_CAP,A,2003,30270.772356,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,70.06,2003
DEU,GDP,TOT,USD_CAP,A,2004,31741.862418,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,78.98,2004
DEU,GDP,TOT,USD_CAP,A,2005,32236.740986,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,63.06,2005
DEU,GDP,TOT,USD_CAP,A,2006,34661.737129,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,70.7,2006
DEU,GDP,TOT,USD_CAP,A,2007,36862.53509,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,111.46,2007
DEU,GDP,TOT,USD_CAP,A,2008,38432.448211,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,118.47,2008
DEU,GDP,TOT,USD_CAP,A,2009,37467.086106,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,71.97,2009
DEU,GDP,TOT,USD_CAP,A,2010,39676.460946,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,95.54,2010
DEU,GDP,TOT,USD_CAP,A,2011,42541.513126,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,131.85,2011
DEU,GDP,TOT,USD_CAP,A,2012,43359.541048,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,139.49,2012
DEU,GDP,TOT,USD_CAP,A,2013,44993.667838,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,129.3,2013
DEU,GDP,TOT,USD_CAP,A,2014,47011.280402,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,107.64,2014
DEU,GDP,TOT,USD_CAP,A,2015,47609.557159,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,103.18,2015
DEU,GDP,TOT,USD_CAP,A,2016,50579.483717,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,89.17,2016
DEU,GDP,TOT,USD_CAP,A,2017,53071.478374,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,96.18,2017
DEU,GDP,TOT,USD_CAP,A,2018,55195.722049,,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,107.26,2018
DEU,GDP,TOT,USD_CAP,A,2019,57397.204591,P,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,106.31,2019
DEU,GDP,TOT,USD_CAP,A,2020,56476.934309,P,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,109.61,2020
DEU,GDP,TOT,USD_CAP,A,2021,58784.138861,P,Germany,276.0,DEU,79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,124.2,2021
GRC,GDP,TOT,USD_CAP,A,2000,19518.887328,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,60.23,2000
GRC,GDP,TOT,USD_CAP,A,2001,20958.055663,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,67.35,2001
GRC,GDP,TOT,USD_CAP,A,2002,22615.957435,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,64.49,2002
GRC,GDP,TOT,USD_CAP,A,2003,23897.581726,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,64.59,2003
GRC,GDP,TOT,USD_CAP,A,2004,25460.550715,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,63.85,2004
GRC,GDP,TOT,USD_CAP,A,2005,25577.445437,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,63.76,2005
GRC,GDP,TOT,USD_CAP,A,2006,28544.909073,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,64.63,2006
GRC,GDP,TOT,USD_CAP,A,2007,29323.449488,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,107.53,2007
GRC,GDP,TOT,USD_CAP,A,2008,30855.935774,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,108.59,2008
GRC,GDP,TOT,USD_CAP,A,2009,30360.767225,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,76.14,2009
GRC,GDP,TOT,USD_CAP,A,2010,27912.600626,B,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,73.11,2010
GRC,GDP,TOT,USD_CAP,A,2011,25671.291223,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,101.27,2011
GRC,GDP,TOT,USD_CAP,A,2012,24911.062614,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,107.0,2012
GRC,GDP,TOT,USD_CAP,A,2013,25986.57671,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,100.54,2013
GRC,GDP,TOT,USD_CAP,A,2014,26625.188631,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,107.33,2014
GRC,GDP,TOT,USD_CAP,A,2015,26760.152201,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,106.3,2015
GRC,GDP,TOT,USD_CAP,A,2016,27511.777671,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,86.37,2016
GRC,GDP,TOT,USD_CAP,A,2017,28604.794575,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,88.77,2017
GRC,GDP,TOT,USD_CAP,A,2018,29617.499309,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,85.98,2018
GRC,GDP,TOT,USD_CAP,A,2019,31155.847016,,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,91.41,2019
GRC,GDP,TOT,USD_CAP,A,2020,28413.787339,P,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,101.36,2020
GRC,GDP,TOT,USD_CAP,A,2021,31177.251307,P,Greece,300.0,GRC,84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,98.4,2021
HUN,GDP,TOT,USD_CAP,A,2000,11854.802241,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,60.83,2000
HUN,GDP,TOT,USD_CAP,A,2001,13210.000996,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,50.21,2001
HUN,GDP,TOT,USD_CAP,A,2002,14526.388251,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,49.96,2002
HUN,GDP,TOT,USD_CAP,A,2003,15478.914324,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,66.15,2003
HUN,GDP,TOT,USD_CAP,A,2004,16268.931968,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,51.29,2004
HUN,GDP,TOT,USD_CAP,A,2005,17108.340595,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,44.8,2005
HUN,GDP,TOT,USD_CAP,A,2006,18381.07124,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,57.63,2006
HUN,GDP,TOT,USD_CAP,A,2007,19096.405912,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,95.79,2007
HUN,GDP,TOT,USD_CAP,A,2008,20721.502411,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,87.8,2008
HUN,GDP,TOT,USD_CAP,A,2009,20723.788396,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,65.41,2009
HUN,GDP,TOT,USD_CAP,A,2010,21742.345206,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,85.93,2010
HUN,GDP,TOT,USD_CAP,A,2011,23029.447178,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,112.05,2011
HUN,GDP,TOT,USD_CAP,A,2012,23267.448393,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,132.32,2012
HUN,GDP,TOT,USD_CAP,A,2013,24547.980456,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,104.57,2013
HUN,GDP,TOT,USD_CAP,A,2014,25691.527335,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,105.96,2014
HUN,GDP,TOT,USD_CAP,A,2015,26798.854228,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,106.54,2015
HUN,GDP,TOT,USD_CAP,A,2016,27941.926751,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,87.5,2016
HUN,GDP,TOT,USD_CAP,A,2017,29496.163748,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,95.58,2017
HUN,GDP,TOT,USD_CAP,A,2018,31908.661917,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,107.24,2018
HUN,GDP,TOT,USD_CAP,A,2019,34638.671964,,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,111.09,2019
HUN,GDP,TOT,USD_CAP,A,2020,34156.840044,P,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,120.01,2020
HUN,GDP,TOT,USD_CAP,A,2021,36677.803167,P,Hungary,348.0,HUN,97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,127.92,2021
IRL,GDP,TOT,USD_CAP,A,2000,30217.135247,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,66.29,2000
IRL,GDP,TOT,USD_CAP,A,2001,32592.93478,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,76.11,2001
IRL,GDP,TOT,USD_CAP,A,2002,35222.881959,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,62.52,2002
IRL,GDP,TOT,USD_CAP,A,2003,36280.363177,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,77.34,2003
IRL,GDP,TOT,USD_CAP,A,2004,38761.602107,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,69.61,2004
IRL,GDP,TOT,USD_CAP,A,2005,40465.540236,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,67.68,2005
IRL,GDP,TOT,USD_CAP,A,2006,44264.93992,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.63,2006
IRL,GDP,TOT,USD_CAP,A,2007,46765.460776,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,129.55,2007
IRL,GDP,TOT,USD_CAP,A,2008,44105.305617,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,88.3,2008
IRL,GDP,TOT,USD_CAP,A,2009,41438.863041,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,67.68,2009
IRL,GDP,TOT,USD_CAP,A,2010,43213.491477,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,102.52,2010
IRL,GDP,TOT,USD_CAP,A,2011,45100.566928,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,105.42,2011
IRL,GDP,TOT,USD_CAP,A,2012,46409.6824,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,142.18,2012
IRL,GDP,TOT,USD_CAP,A,2013,47882.067704,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,100.78,2013
IRL,GDP,TOT,USD_CAP,A,2014,51195.991955,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,126.75,2014
IRL,GDP,TOT,USD_CAP,A,2015,69165.900652,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,83.18,2015
IRL,GDP,TOT,USD_CAP,A,2016,71633.128805,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,90.07,2016
IRL,GDP,TOT,USD_CAP,A,2017,78051.654251,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,95.99,2017
IRL,GDP,TOT,USD_CAP,A,2018,84824.352993,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,131.16,2018
IRL,GDP,TOT,USD_CAP,A,2019,89846.272208,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,96.0,2019
IRL,GDP,TOT,USD_CAP,A,2020,94028.901163,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,111.38,2020
IRL,GDP,TOT,USD_CAP,A,2021,106852.122229,,Ireland,372.0,IRL,104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,119.68,2021
ITA,GDP,TOT,USD_CAP,A,2000,27076.134716,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,75.18,2000
ITA,GDP,TOT,USD_CAP,A,2001,28035.333389,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,84.31,2001
ITA,GDP,TOT,USD_CAP,A,2002,28721.076279,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,80.74,2002
ITA,GDP,TOT,USD_CAP,A,2003,29154.452064,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,81.61,2003
ITA,GDP,TOT,USD_CAP,A,2004,29481.841336,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,79.64,2004
ITA,GDP,TOT,USD_CAP,A,2005,30028.488979,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,62.94,2005
ITA,GDP,TOT,USD_CAP,A,2006,32306.680027,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,74.36,2006
ITA,GDP,TOT,USD_CAP,A,2007,33960.25594,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,116.44,2007
ITA,GDP,TOT,USD_CAP,A,2008,35292.601856,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,144.36,2008
ITA,GDP,TOT,USD_CAP,A,2009,34337.419009,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,87.6,2009
ITA,GDP,TOT,USD_CAP,A,2010,34839.416532,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,86.12,2010
ITA,GDP,TOT,USD_CAP,A,2011,36203.328522,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,124.55,2011
ITA,GDP,TOT,USD_CAP,A,2012,36091.373957,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,122.82,2012
